txId,userId,accountType,currency,valueCents,type,isRecurring,balanceAfterCents,bookedAt,merchant,description,category
7276655d-99d7-462f-ba8d-6f3bafb83225,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-9197,debit,false,,2025-05-30T18:51:00.000Z,AGUAS,Servicios · AGUAS,Servicios
a5e98f90-0c7f-4b08-9b96-9abaad61d249,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-4214,debit,false,,2025-05-31T20:52:00.000Z,UBER,Transporte · UBER,Transporte
8137695e-0e30-4a5e-8f78-9b28ce478ec2,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-10894,debit,false,,2025-05-31T22:06:00.000Z,COPEC,Transporte · COPEC,Transporte
440a3f2f-059c-4879-947f-a0b670034749,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-29743,debit,false,,2025-05-31T12:59:00.000Z,JUMBO,Alimentación · JUMBO,Alimentación
3bbd8e93-f2ff-42d1-a444-8225531a1f11,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-21428,debit,false,,2025-06-02T23:51:00.000Z,CLARO,Servicios · CLARO,Servicios
28e59d74-5c3e-4ebe-bd6f-6b685836822c,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-15135,debit,false,,2025-06-02T22:21:00.000Z,STEAM,Entretenimiento · STEAM,Entretenimiento
52fc2a42-b3c2-4a58-a182-6e8658de797d,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-11983,debit,false,,2025-06-03T18:49:00.000Z,CABIFY,Transporte · CABIFY,Transporte
42e520b2-9266-4e4b-9880-3ef74bbcf9b3,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-43147,debit,false,,2025-06-03T22:49:00.000Z,ENEL,Servicios · ENEL,Servicios
0a541209-49ee-490f-85c8-75ab2a832cfb,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-13342,debit,false,,2025-06-04T15:50:00.000Z,DIDI,Transporte · DIDI,Transporte
9fe78e89-dc52-4c6d-9e5f-679ca1524d3f,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-12023,debit,false,,2025-06-04T21:47:00.000Z,MCDONALD'S,Restaurantes · MCDONALD'S,Restaurantes
42bfd071-c795-42ec-b3f5-ba68b760c7ff,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-13516,debit,false,,2025-06-04T18:30:00.000Z,CLARO,Servicios · CLARO,Servicios
4a498455-a769-4c91-89f7-45c79acfe1c4,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-13846,debit,false,,2025-06-07T02:38:00.000Z,CINEHOYTS,Entretenimiento · CINEHOYTS,Entretenimiento
63bc04ee-eca8-4aee-b02d-b18191a0f991,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-15441,debit,false,,2025-06-06T18:17:00.000Z,MINIMARKET,Alimentación · MINIMARKET,Alimentación
7df95cd8-5288-4fd2-9e8b-3323212e7088,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-14344,debit,false,,2025-06-08T19:09:00.000Z,KFC,Restaurantes · KFC,Restaurantes
29aab3cc-3f53-4374-81b5-b26f02bdfe96,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-9929,debit,false,,2025-06-08T14:51:00.000Z,SUSHI,Restaurantes · SUSHI,Restaurantes
2369d3e3-4e10-4a17-977b-026c7a74b39b,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-10740,debit,false,,2025-06-09T23:15:00.000Z,SPOTIFY,Entretenimiento · SPOTIFY,Entretenimiento
52359c76-99b6-41d5-9069-b27d7dd83b89,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-20594,debit,false,,2025-06-11T21:50:00.000Z,CAFETERÍA,Restaurantes · CAFETERÍA,Restaurantes
dadb3b69-e6d0-48b8-9560-63c631b396d0,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-17485,debit,false,,2025-06-11T16:57:00.000Z,SUSHI,Restaurantes · SUSHI,Restaurantes
95112dd9-c88f-4dd2-a6b1-cf0d576bbaa8,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-51765,debit,false,,2025-06-12T01:52:00.000Z,MOVISTAR,Servicios · MOVISTAR,Servicios
c2ca5878-b959-4dcf-9de0-7059c43b3c3c,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-15637,debit,false,,2025-06-13T01:50:00.000Z,CONSULTA MÉDICA,Salud · CONSULTA MÉDICA,Salud
33c9cbb6-a6c5-44cc-94e2-484ef4cd49f0,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-4890,debit,false,,2025-06-13T17:46:00.000Z,LIDER,Alimentación · LIDER,Alimentación
baee1a5d-9392-4d17-a3ea-7b017574df2a,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-53363,debit,false,,2025-06-14T13:43:00.000Z,ENTEL,Servicios · ENTEL,Servicios
1546be62-a7a8-407d-a073-84f3d04eee0b,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-15121,debit,false,,2025-06-16T22:08:00.000Z,SPOTIFY,Entretenimiento · SPOTIFY,Entretenimiento
919bedd3-e2a8-4f21-965a-8db7246bb2fd,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-7625,debit,false,,2025-06-16T17:10:00.000Z,SPOTIFY,Entretenimiento · SPOTIFY,Entretenimiento
61f975b5-c26b-41b1-8a01-b79046cfaa4c,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-5321,debit,false,,2025-06-17T21:10:00.000Z,SPOTIFY,Entretenimiento · SPOTIFY,Entretenimiento
34265f8f-bf0a-4f6c-aa56-bf0c2049554f,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-52230,debit,false,,2025-06-17T15:14:00.000Z,ENTEL,Servicios · ENTEL,Servicios
ceeb063b-b9c9-478b-b539-2f93ac9ee8c6,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-11670,debit,false,,2025-06-18T23:10:00.000Z,SHELL,Transporte · SHELL,Transporte
718d1e82-83f2-47f9-b093-be2f3b6328c2,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-9797,debit,false,,2025-06-18T15:47:00.000Z,SANTA ISABEL,Alimentación · SANTA ISABEL,Alimentación
44b2a217-ee5b-443b-8ae9-a6dc086d0747,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-7944,debit,false,,2025-06-19T01:02:00.000Z,CRUZ VERDE,Salud · CRUZ VERDE,Salud
e50ce567-723c-45d9-a4b8-fe01c3fc3ec7,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-15188,debit,false,,2025-06-19T14:06:00.000Z,DOMINO'S,Restaurantes · DOMINO'S,Restaurantes
46738302-98ea-42a8-8cee-4ef32d1d7fdf,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-7007,debit,false,,2025-06-19T22:18:00.000Z,COPEC,Transporte · COPEC,Transporte
0ca3f79b-f764-4e22-b634-f4bb39867beb,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-21104,debit,false,,2025-06-21T13:23:00.000Z,DOMINO'S,Restaurantes · DOMINO'S,Restaurantes
7671f862-2230-443e-8755-c5ea655b0498,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-1730,debit,false,,2025-06-22T14:23:00.000Z,UBER,Transporte · UBER,Transporte
11f4fd9b-dc93-4fff-a7ee-7a4763e5fd13,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-7220,debit,false,,2025-06-23T21:15:00.000Z,STEAM,Entretenimiento · STEAM,Entretenimiento
842b2476-759f-4255-bf6a-c05c66395600,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-15120,debit,false,,2025-06-26T12:22:00.000Z,AGUAS,Servicios · AGUAS,Servicios
683f9e6a-6e04-4b5d-b69c-332cc0b50efb,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-10141,debit,false,,2025-06-26T23:42:00.000Z,ENEL,Servicios · ENEL,Servicios
6021aff1-f96b-4f84-be42-c62ef2ae5866,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-8900,debit,false,,2025-06-28T00:20:00.000Z,MCDONALD'S,Restaurantes · MCDONALD'S,Restaurantes
7bbd85ac-27f3-4bd0-90ae-0253cbc92228,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-15611,debit,false,,2025-06-29T00:51:00.000Z,CRUZ VERDE,Salud · CRUZ VERDE,Salud
d7b14eb2-8083-478f-8db7-15e6d7e98d55,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-11833,debit,false,,2025-06-28T13:21:00.000Z,ENTEL,Servicios · ENTEL,Servicios
bca38514-fdc1-4c52-9cda-403eb93c2354,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-17952,debit,false,,2025-07-01T00:44:00.000Z,ENEL,Servicios · ENEL,Servicios
8b0788a9-bd6a-4906-a9ef-d828dd2f5e3b,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-53285,debit,false,,2025-07-01T15:27:00.000Z,WOM,Servicios · WOM,Servicios
020e8d73-1d95-4d10-9fa4-af542cf0c40f,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-12827,debit,false,,2025-07-01T23:39:00.000Z,NETFLIX,Entretenimiento · NETFLIX,Entretenimiento
83932b5c-56fa-4fb2-bd84-8be67cf9787b,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-7340,debit,false,,2025-07-02T23:26:00.000Z,MOVISTAR,Servicios · MOVISTAR,Servicios
28df53dc-2657-44bb-bae4-bd701097fd23,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-17202,debit,false,,2025-07-02T18:39:00.000Z,SUSHI,Restaurantes · SUSHI,Restaurantes
09cddc0a-fba2-4ee5-b2d1-58bf44fa7183,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-25638,debit,false,,2025-07-04T17:43:00.000Z,CLARO,Servicios · CLARO,Servicios
97eedbf2-ce8e-4d15-beae-09c00cac4e69,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-2403,debit,false,,2025-07-04T13:30:00.000Z,CABIFY,Transporte · CABIFY,Transporte
664aae70-179e-4b97-a64d-e3da31dacf66,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-3583,debit,false,,2025-07-06T21:34:00.000Z,COPEC,Transporte · COPEC,Transporte
958a6f05-bb1a-4395-81c7-fcc0ae307df2,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-6594,debit,false,,2025-07-07T17:56:00.000Z,STEAM,Entretenimiento · STEAM,Entretenimiento
61a2ccca-0f38-467c-a504-86ff6f533962,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-4738,debit,false,,2025-07-07T14:41:00.000Z,KFC,Restaurantes · KFC,Restaurantes
c3b0df72-26c7-4463-a440-ae848bbd1a0d,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-4256,debit,false,,2025-07-12T02:37:00.000Z,AHUMADA,Salud · AHUMADA,Salud
4c08d85b-4fdc-45f9-b0fb-1ff86b2c6697,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-14634,debit,false,,2025-07-12T21:47:00.000Z,CABIFY,Transporte · CABIFY,Transporte
2c3fd151-55c7-416c-8ada-10eea3082bbc,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-11217,debit,false,,2025-07-12T21:31:00.000Z,CABIFY,Transporte · CABIFY,Transporte
46e48ecd-05ae-47bd-b630-1c09e6d0ce5b,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-5284,debit,false,,2025-07-13T21:39:00.000Z,SUSHI,Restaurantes · SUSHI,Restaurantes
4531f712-1a9a-44ef-bc28-d6243d1c8eaa,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-14780,debit,false,,2025-07-16T15:59:00.000Z,STEAM,Entretenimiento · STEAM,Entretenimiento
72b14ab2-2749-4cc0-84d3-e908616e7b29,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-20152,debit,false,,2025-07-16T22:36:00.000Z,KFC,Restaurantes · KFC,Restaurantes
f7e4ea6c-6407-4bd3-a2ca-41c19067c240,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-21668,debit,false,,2025-07-16T15:32:00.000Z,SALCOBRAND,Salud · SALCOBRAND,Salud
e0ddf319-7601-4f93-8188-4de42189324b,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-36059,debit,false,,2025-07-17T18:44:00.000Z,WOM,Servicios · WOM,Servicios
35d93f5c-66d6-44eb-b226-e385284c04d9,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-22503,debit,false,,2025-07-18T01:01:00.000Z,MCDONALD'S,Restaurantes · MCDONALD'S,Restaurantes
03bd022c-e9e2-456a-b9c3-4e70bde2ba8d,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-26616,debit,false,,2025-07-17T12:30:00.000Z,MOVISTAR,Servicios · MOVISTAR,Servicios
d0135c9b-4ce1-49b3-8ee9-fcff00a6b331,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-16564,debit,false,,2025-07-18T19:17:00.000Z,DOMINO'S,Restaurantes · DOMINO'S,Restaurantes
a7ac6242-7e99-4baa-8541-c3d2313aa684,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-25855,debit,false,,2025-07-19T23:03:00.000Z,LIDER,Alimentación · LIDER,Alimentación
dacd3342-b590-4e36-9b03-f597e29ce15f,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-14662,debit,false,,2025-07-20T19:15:00.000Z,AHUMADA,Salud · AHUMADA,Salud
f7b8ccdc-d828-4fcb-a407-f3d0e64eba7d,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-4876,debit,false,,2025-07-20T14:17:00.000Z,UBER,Transporte · UBER,Transporte
5dd45e65-f60e-4fea-9e60-c5a4bedb54ef,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-7028,debit,false,,2025-07-20T22:22:00.000Z,MCDONALD'S,Restaurantes · MCDONALD'S,Restaurantes
5fcb1c2c-995b-4a82-8923-6ecf2b01897b,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-29539,debit,false,,2025-07-21T12:44:00.000Z,UNIMARC,Alimentación · UNIMARC,Alimentación
9dafe4dd-d161-4ea3-a0c0-ec8527d3a67b,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-12668,debit,false,,2025-07-21T15:40:00.000Z,SANTA ISABEL,Alimentación · SANTA ISABEL,Alimentación
14113425-daea-4220-a400-5e3355078170,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-15493,debit,false,,2025-07-25T19:59:00.000Z,CINEHOYTS,Entretenimiento · CINEHOYTS,Entretenimiento
411daabc-e1c1-4647-80b6-fd550110920a,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-5253,debit,false,,2025-07-25T14:49:00.000Z,SALCOBRAND,Salud · SALCOBRAND,Salud
9e1e7485-5767-4d2e-a4a6-018a5a77d56e,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-5312,debit,false,,2025-07-26T21:22:00.000Z,SANTA ISABEL,Alimentación · SANTA ISABEL,Alimentación
bda9953c-d54a-4905-9dd1-4868989a7b80,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-6958,debit,false,,2025-07-26T23:29:00.000Z,RED METRO,Transporte · RED METRO,Transporte
e8b6b326-bbc5-4da8-a1a6-278cfdf11076,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-22202,debit,false,,2025-07-26T13:54:00.000Z,TOTTUS,Alimentación · TOTTUS,Alimentación
97d732d3-2c08-43f3-91cb-521604662a9c,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-3597,debit,false,,2025-07-28T00:03:00.000Z,STEAM,Entretenimiento · STEAM,Entretenimiento
5b48938b-3fcf-4217-a7bb-b55491168532,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-17311,debit,false,,2025-08-01T01:59:00.000Z,CAFETERÍA,Restaurantes · CAFETERÍA,Restaurantes
3af9356f-3f4c-479f-a840-d4fedba552ba,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-2614,debit,false,,2025-07-31T13:11:00.000Z,AHUMADA,Salud · AHUMADA,Salud
fde05558-4d46-40a5-ad8b-e8991fd833ac,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-22458,debit,false,,2025-08-02T20:28:00.000Z,LIDER,Alimentación · LIDER,Alimentación
1c086e75-50ed-49c7-9520-2d499a0872f7,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-3878,debit,false,,2025-08-03T14:41:00.000Z,JUMBO,Alimentación · JUMBO,Alimentación
2f3012c5-4b4f-4f42-8d40-b39da8e92ee2,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-14960,debit,false,,2025-08-03T16:32:00.000Z,DOMINO'S,Restaurantes · DOMINO'S,Restaurantes
96b7aabb-b9e4-4c73-b4c8-0063cc0dc305,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-11379,debit,false,,2025-08-03T15:04:00.000Z,CONSULTA MÉDICA,Salud · CONSULTA MÉDICA,Salud
e311498e-4c96-465f-a044-b56e21e1e9b2,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-7920,debit,false,,2025-08-04T14:52:00.000Z,CONSULTA MÉDICA,Salud · CONSULTA MÉDICA,Salud
d8d639b6-a9f8-4fd7-b9c2-2c748232f627,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-24224,debit,false,,2025-08-05T00:07:00.000Z,ENEL,Servicios · ENEL,Servicios
2419f4b5-1f56-4d0c-9d47-18ebb93e5fbb,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-7568,debit,false,,2025-08-04T13:37:00.000Z,CABIFY,Transporte · CABIFY,Transporte
4e61bdf2-261d-459e-8533-b78f89ae3730,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-14543,debit,false,,2025-08-05T14:49:00.000Z,SPOTIFY,Entretenimiento · SPOTIFY,Entretenimiento
de56cf3b-ea36-4c26-92db-1f8caaa4af41,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-26842,debit,false,,2025-08-05T21:50:00.000Z,CONSULTA MÉDICA,Salud · CONSULTA MÉDICA,Salud
7b0f53f5-a6fe-4098-8d19-ff63355dafd6,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-19278,debit,false,,2025-08-05T20:45:00.000Z,AGUAS,Servicios · AGUAS,Servicios
91ebc7a1-0204-44dc-ba90-b436dafb7f06,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-16100,debit,false,,2025-08-10T22:14:00.000Z,TOTTUS,Alimentación · TOTTUS,Alimentación
ebdb5639-fd5e-4492-9231-144c5dcbb3b6,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-22618,debit,false,,2025-08-10T22:52:00.000Z,MCDONALD'S,Restaurantes · MCDONALD'S,Restaurantes
adfbdb43-a8c0-4edc-a803-4c2b917170a4,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-22970,debit,false,,2025-08-12T00:03:00.000Z,UNIMARC,Alimentación · UNIMARC,Alimentación
44211599-9c00-4383-b704-52e1c5d97335,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-7558,debit,false,,2025-08-12T01:02:00.000Z,NETFLIX,Entretenimiento · NETFLIX,Entretenimiento
987efa6d-559d-43d1-9499-9c7aec4ae9e1,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-7577,debit,false,,2025-08-12T17:12:00.000Z,MINIMARKET,Alimentación · MINIMARKET,Alimentación
324ce9b8-1059-4beb-9e09-162dad6dbb26,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-6135,debit,false,,2025-08-13T02:52:00.000Z,TOTTUS,Alimentación · TOTTUS,Alimentación
c2cfe24f-0fa7-4a96-b350-1197fd78c889,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-8039,debit,false,,2025-08-12T13:22:00.000Z,AHUMADA,Salud · AHUMADA,Salud
678bc36b-755f-49c2-b78b-44a8909e58b4,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-23922,debit,false,,2025-08-13T17:58:00.000Z,MCDONALD'S,Restaurantes · MCDONALD'S,Restaurantes
69fb83f2-2daf-4c4a-8209-cf5015e0ea63,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-15984,debit,false,,2025-08-13T22:54:00.000Z,AHUMADA,Salud · AHUMADA,Salud
65503bb0-5fba-45c5-94af-bee70e9f2df9,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-8038,debit,false,,2025-08-15T23:10:00.000Z,KFC,Restaurantes · KFC,Restaurantes
7b22aab2-9498-42bd-993f-57397cd9b655,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-14077,debit,false,,2025-08-17T16:57:00.000Z,SPOTIFY,Entretenimiento · SPOTIFY,Entretenimiento
92eaf342-a636-4039-bd5b-7bf0a4f1fab9,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-15617,debit,false,,2025-08-17T16:21:00.000Z,CONSULTA MÉDICA,Salud · CONSULTA MÉDICA,Salud
585788c2-2da4-4304-895b-15498e67bd2a,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-11231,debit,false,,2025-08-20T18:37:00.000Z,MCDONALD'S,Restaurantes · MCDONALD'S,Restaurantes
9e2f93cd-eba2-4595-8bea-b349159b5437,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-43214,debit,false,,2025-08-22T20:40:00.000Z,MOVISTAR,Servicios · MOVISTAR,Servicios
bbadad31-5c52-4919-a78e-f87aa32fe8f2,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-31222,debit,false,,2025-08-26T20:18:00.000Z,JUMBO,Alimentación · JUMBO,Alimentación
0ed82029-4fc0-4e1a-a283-214cd6c9599e,cf62dab1-0a8f-484a-b45b-ddee473d9bbe,CUENTA_VISTA,CLP,-5536,debit,false,,2025-08-29T17:36:00.000Z,MCDONALD'S,Restaurantes · MCDONALD'S,Restaurantes
